users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
139955,High,28,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
124209,High,36,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
16726,Medium,13,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
41786,Medium,16,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
48497,High,16,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
121595,High,44,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7464,Medium,15,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
199226,High,41,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10148,Medium,8,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
187937,High,33,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
38491,Medium,25,Weekly,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
180021,High,31,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
17206,Medium,14,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
2575,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
730,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
47635,Medium,30,Weekly,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
43536,High,20,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
33298,Medium,17,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
43778,High,16,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
54109,High,23,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
29223,Medium,29,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
58152,High,50,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3686,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
16817,Low,14,Monthly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
8607,Low,10,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
21522,High,30,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
40673,High,22,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
3822,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
30981,Medium,25,Weekly,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
596,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
3218,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
598,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
10055,Low,7,Monthly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
20156,Medium,23,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
3781,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
57599,High,23,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
37667,High,25,Weekly,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
13408,Medium,10,Monthly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
39526,Medium,21,Weekly,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
49057,Medium,25,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
40445,High,18,Daily,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
19090,Medium,6,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
47543,High,24,Daily,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
16699,Low,13,Monthly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
32554,Medium,30,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
182782,High,24,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
48349,Medium,21,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
5348,Low,7,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
9940,Medium,9,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
24639,Medium,19,Daily,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
195051,High,37,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7980,Medium,11,Weekly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
25871,High,29,Weekly,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
658,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
41778,High,23,Daily,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4635,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
174728,High,32,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
10744,Medium,12,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
7034,Medium,8,Weekly,7,High,Low,Containerized App,Docker Container Deployment,REST API
1626,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
71371,High,36,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
169662,High,40,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
30788,Medium,23,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
87917,High,29,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9752,Medium,6,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
152945,High,28,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
49487,High,22,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
33433,Medium,25,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
163275,High,48,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15188,Medium,10,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
160956,High,44,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
36378,High,21,Daily,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
2919,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
3806,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
46529,High,30,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2925,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
85672,High,31,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4582,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
18070,Medium,14,Monthly,5,High,Low,Containerized App,Docker Container Deployment,REST API
404,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
736,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
19790,Low,15,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
33671,Medium,22,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
831,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
72815,High,20,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
90950,High,48,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
155622,High,38,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
101827,High,25,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3659,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
90120,High,35,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4224,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
31773,High,16,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
5919,Low,8,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
24632,Medium,21,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
11575,Low,9,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
196930,High,46,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
40477,Medium,23,Weekly,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
35028,Medium,21,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
166252,High,44,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
12560,Medium,14,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
23394,High,25,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
16127,Medium,6,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
45899,High,19,Weekly,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
18275,Low,15,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
10745,Medium,13,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
41810,High,26,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
9525,Low,13,Monthly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
86466,High,38,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4816,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
25236,Medium,25,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
7088,Medium,12,Monthly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
18952,Medium,7,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
7933,Low,13,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
40937,Medium,16,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
39832,Medium,19,Weekly,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
45930,Medium,20,Weekly,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
86164,High,32,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
41599,High,30,Weekly,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
29774,Medium,28,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
2953,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
13334,Medium,7,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
39654,High,22,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
14325,Low,8,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4793,Low,3,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
147448,High,21,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
124504,High,37,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2281,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
196602,High,22,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
103452,High,21,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
85096,High,42,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
12828,Low,11,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
35289,Medium,20,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
10287,Low,15,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
28212,Medium,29,Daily,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
5573,Low,15,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
559,Low,4,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
9778,Medium,8,Weekly,5,High,Low,Containerized App,Docker Container Deployment,REST API
16773,Low,8,Weekly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
18472,Low,14,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
30988,Medium,18,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
71681,High,34,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1792,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
49534,High,26,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
14723,Low,14,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
2435,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
1645,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
1418,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
3193,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
26557,Medium,30,Weekly,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
14180,Medium,12,Monthly,4,High,Low,Containerized App,Docker Container Deployment,REST API
4801,Low,2,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
10165,Low,11,Weekly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
28774,Medium,22,Weekly,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
995,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
1292,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
158060,High,44,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4105,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
60103,High,20,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
17893,Low,11,Weekly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
5405,Low,13,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
164,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
79815,High,31,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
177361,High,48,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
46585,Medium,18,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
39133,Medium,18,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
3173,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
145357,High,21,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
117009,High,20,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9940,Medium,7,Monthly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
31518,Medium,18,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
150408,High,49,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24971,Medium,22,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
24111,High,27,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
20752,Medium,17,Daily,14,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
5660,Medium,14,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
138488,High,30,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2659,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
121690,High,38,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
48011,Medium,17,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
3982,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
11494,Medium,6,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
17842,Medium,6,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
28009,Medium,21,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
20372,Medium,22,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
117264,High,44,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2070,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
3882,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
86016,High,33,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
6913,Low,12,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
2310,Low,3,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
155612,High,34,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
32656,High,20,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
48666,High,20,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
89454,High,21,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
138739,High,38,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
7093,Low,7,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
40201,High,26,Daily,14,High,High,Microservices,Microservices with Docker,REST API + gRPC
26884,High,27,Weekly,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
35703,Medium,29,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
25484,High,28,Daily,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
198730,High,42,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
49340,High,21,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
1397,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
17048,Low,11,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
6330,Low,8,Weekly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
39947,High,27,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
839,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
174146,High,50,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
44697,Medium,19,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
44568,High,21,Daily,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
3430,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
12130,Medium,7,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
3212,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
139571,High,42,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2236,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
791,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
47679,High,30,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
705,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
185181,High,42,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24392,Medium,23,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
43477,High,18,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
64066,High,40,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2734,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
7456,Medium,11,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
565,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
64214,High,41,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
58228,High,21,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
11215,Low,12,Monthly,8,High,Low,Containerized App,Docker Container Deployment,REST API
163434,High,44,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
36103,High,20,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
29735,Medium,26,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
76682,High,49,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
100770,High,34,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14603,Low,11,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
39403,Medium,18,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
27442,High,16,Weekly,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
39543,High,21,Daily,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
16389,Medium,6,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
1895,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
17959,Medium,11,Monthly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
132001,High,47,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
175818,High,49,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
133784,High,28,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
20782,Medium,22,Weekly,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
1564,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
35061,Medium,21,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
46127,High,27,Weekly,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2520,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
15576,Medium,13,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
2642,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
47314,High,17,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
15188,Medium,8,Weekly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
17834,Low,11,Monthly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
2034,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
46696,High,29,Daily,12,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2291,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
9012,Medium,7,Monthly,8,Medium,Medium,Containerized App,Docker Container Deployment,REST API
9128,Low,10,Weekly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
13862,Medium,11,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
2465,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
8769,Low,6,Monthly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
62036,High,42,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
35864,High,22,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
33447,High,30,Daily,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
15544,Low,9,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
374,Low,3,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
150797,High,49,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
6754,Medium,15,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
43536,Medium,17,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
42105,High,28,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
2652,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
46979,Medium,22,Daily,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
36823,High,24,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
167657,High,24,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
48134,Medium,18,Daily,12,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
8913,Low,9,Monthly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
13009,Medium,10,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
42901,Medium,27,Weekly,10,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
27160,Medium,30,Daily,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
46873,Medium,18,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
802,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
199170,High,39,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
196519,High,41,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
192351,High,41,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
145632,High,46,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
19746,Medium,13,Weekly,8,Medium,Low,Containerized App,Docker Container Deployment,REST API
1994,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
20354,High,20,Weekly,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
35455,Medium,30,Daily,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
2911,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
2712,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
133661,High,25,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3637,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
2695,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
2265,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
26222,Medium,21,Daily,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
63043,High,22,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1003,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
134132,High,40,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9138,Low,12,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
2449,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
